#﻿MIN=0	-90	-90	-90
#MAX=113.137084989848	90	90	90
#SCALE=113.137084989848	45	45	45
#DEC=2	1	1	1
#DEF="Tiempo" t / s	"Angulo" &a_A1 / °	"Angulo" &a_B1 / °	"Angulo" &a_A1 / °
89.238	-0.9	-0.54	0
89.297	0.36	-0.36	0
89.351	1.26	-0.18	0.18
89.406	1.98	0	0.18
89.459	2.34	0.18	0.18
89.51	2.34	0.36	0.18
89.563	1.98	0.54	0
89.613	1.26	0.54	0
89.665	0.36	0.72	0
89.719	-0.72	0.72	0
89.773	-1.44	0.72	0
89.828	-1.8	0.54	0
89.881	-1.8	0.36	0
89.934	-1.44	0.18	0
89.988	-0.72	0	0
90.041	0.18	-0.18	0
90.093	0.9	-0.36	0
90.148	1.62	-0.54	0
90.201	1.98	-0.72	0
90.255	1.98	-0.72	0
90.308	1.62	-0.72	-0.18
90.365	0.9	-0.54	-0.18
90.422	-0.18	-0.36	-0.18
90.482	-1.08	-0.18	-0.18
90.543	-1.8	0	-0.18
90.601	-1.98	0.18	-0.18
90.656	-1.8	0.36	0
90.709	-1.08	0.54	0.18
90.763	-0.18	0.54	0.18
90.816	0.72	0.54	0.18
90.868	1.62	0.54	0.36
90.919	2.16	0.54	0.36
90.973	2.52	0.36	0.18
91.023	2.34	0.36	0.18
91.074	1.8	0.18	0
91.125	1.08	0.18	0
91.176	0	0	-0.18
91.229	-0.9	-0.18	-0.36
91.288	-1.8	-0.36	-0.36
91.348	-2.16	-0.54	-0.36
91.406	-2.16	-0.54	-0.18
91.466	-1.44	-0.54	-0.18
91.527	-0.54	-0.54	0
91.583	0.54	-0.54	0
91.634	1.26	-0.54	0
91.687	1.98	-0.36	0
91.737	2.16	-0.18	0
91.79	2.16	0	0
91.841	1.62	0.18	0
91.894	0.9	0.36	0
91.943	0	0.54	0
91.993	-0.72	0.72	0
92.047	-1.26	0.72	0
92.101	-1.62	0.72	0
92.154	-1.62	0.54	0
92.209	-1.26	0.54	0
92.264	-0.54	0.36	0.18
92.316	0.36	0	0.18
92.365	1.08	-0.18	0.18
92.418	1.62	-0.36	0
92.471	1.98	-0.54	0
92.523	1.98	-0.54	0
92.577	1.62	-0.72	-0.18
92.631	0.72	-0.72	-0.18
92.688	-0.18	-0.54	-0.36
92.745	-1.08	-0.54	-0.36
92.803	-1.62	-0.36	-0.36
92.862	-1.98	-0.18	-0.18
92.923	-1.8	0	-0.18
92.979	-1.08	0.18	0
93.032	-0.36	0.36	0.18
93.084	0.54	0.36	0.18
93.136	1.44	0.54	0.18
93.187	1.98	0.54	0.18
93.238	2.34	0.54	0.18
93.288	2.34	0.54	0.18
93.338	1.98	0.54	0.18
93.389	1.26	0.36	0
93.437	0.36	0.36	0
93.486	-0.54	0.18	-0.18
93.542	-1.26	0	-0.18
93.598	-1.8	-0.18	-0.18
93.657	-1.98	-0.36	-0.18
93.716	-1.62	-0.54	-0.18
93.776	-0.9	-0.54	-0.18
93.835	0	-0.54	0
93.889	0.9	-0.54	0
93.943	1.62	-0.54	0
93.998	1.98	-0.36	0
94.052	1.98	-0.18	0
94.109	1.44	0	0
94.159	0.9	0.18	0
94.208	0.18	0.36	0
94.259	-0.72	0.54	0
94.31	-1.26	0.54	0
94.361	-1.62	0.72	0
94.413	-1.62	0.72	0
94.466	-1.26	0.72	0
94.52	-0.54	0.54	0.18
94.572	0.18	0.36	0.18
94.622	0.9	0.18	0.18
94.673	1.62	0	0.18
94.725	1.98	-0.18	0
94.778	1.98	-0.36	0
94.832	1.62	-0.54	-0.18
94.891	0.9	-0.54	-0.18
94.949	0	-0.54	-0.18
95.006	-0.9	-0.54	-0.18
95.066	-1.62	-0.54	-0.18
95.125	-1.98	-0.36	-0.18
95.185	-1.8	-0.18	-0.18
95.246	-1.26	0	0
95.301	-0.36	0	0
95.353	0.54	0.18	0.18
95.404	1.26	0.36	0.18
95.455	1.98	0.36	0.18
95.506	2.16	0.36	0.18
95.557	2.16	0.54	0.18
95.611	1.8	0.54	0.18
95.663	1.08	0.54	0
95.714	0.36	0.54	0
95.765	-0.54	0.36	0
95.819	-1.26	0.18	-0.18
95.876	-1.62	0	-0.18
95.934	-1.8	-0.18	-0.18
95.996	-1.26	-0.36	0
96.055	-0.54	-0.54	0
96.111	0.18	-0.54	0
96.165	1.08	-0.72	0
96.218	1.44	-0.72	0
96.269	1.8	-0.54	0
96.323	1.8	-0.54	0
96.375	1.26	-0.36	-0.18
96.433	0.72	-0.18	-0.18
96.487	-0.18	0.18	-0.18
96.544	-0.9	0.36	0
96.597	-1.44	0.54	0
96.652	-1.44	0.54	0
96.706	-1.44	0.54	0
96.759	-0.9	0.54	0.18
96.811	-0.18	0.54	0.18
96.864	0.54	0.54	0.18
96.916	1.26	0.36	0.18
96.966	1.8	0.18	0.18
97.017	1.98	0	0
97.07	1.98	-0.18	0
97.122	1.44	-0.18	-0.18
97.178	0.72	-0.36	-0.18
97.234	-0.18	-0.54	-0.18
97.293	-1.08	-0.54	-0.18
97.351	-1.62	-0.54	-0.18
97.41	-1.8	-0.54	-0.18
97.469	-1.62	-0.36	-0.18
97.528	-1.08	-0.36	0
97.585	-0.18	-0.18	0
97.638	0.72	0	0
97.687	1.44	0	0.18
97.736	1.8	0.18	0.18
97.788	2.16	0.36	0.18
97.838	1.98	0.36	0.18
97.891	1.62	0.54	0
97.941	0.9	0.54	0
97.993	0.18	0.54	0
98.041	-0.54	0.54	0
98.095	-1.08	0.54	0
98.146	-1.44	0.36	0
98.197	-1.62	0.18	0
98.249	-1.26	0	0
98.3	-0.72	-0.18	0
98.354	0	-0.36	0
98.404	0.54	-0.54	0
98.457	1.26	-0.54	0
98.509	1.62	-0.72	0
98.56	1.62	-0.72	-0.18
98.616	1.44	-0.54	-0.18
98.673	0.9	-0.36	-0.18
98.73	0.18	-0.18	-0.18
98.786	-0.54	0	-0.18
98.841	-1.26	0.18	-0.18
98.898	-1.44	0.36	0
98.952	-1.44	0.54	0
99.007	-1.08	0.54	0.18
99.06	-0.36	0.54	0.18
99.113	0.36	0.54	0.18
99.164	1.08	0.54	0.18
99.219	1.62	0.36	0.18
99.272	1.98	0.36	0.18
99.323	1.98	0.18	0
99.373	1.62	0	0
99.423	1.08	0	-0.18
99.476	0.36	-0.18	-0.18
99.534	-0.54	-0.36	-0.18
99.594	-1.26	-0.36	-0.18
99.653	-1.62	-0.54	-0.18
99.711	-1.8	-0.54	-0.18
99.771	-1.26	-0.54	0
99.827	-0.72	-0.36	0
99.883	0.18	-0.36	0
99.937	0.9	-0.18	0
99.989	1.44	0	0
100.04	1.8	0	0
100.091	1.98	0.18	0
100.142	1.62	0.36	0
100.192	1.08	0.54	0
100.245	0.36	0.54	0
100.294	-0.36	0.54	0
100.351	-0.9	0.54	0
100.404	-1.26	0.54	0
100.455	-1.44	0.36	0
100.507	-1.08	0.18	0
100.558	-0.72	0.18	0
100.61	-0.18	0	0
100.661	0.54	-0.18	0
100.712	1.08	-0.36	0
100.765	1.44	-0.54	0
100.82	1.62	-0.54	0
100.873	1.44	-0.54	-0.18
100.932	0.9	-0.54	-0.18
100.988	0.18	-0.54	-0.18
101.045	-0.54	-0.36	-0.18
101.103	-1.08	-0.18	-0.18
101.163	-1.44	0	-0.18
101.218	-1.44	0.18	0
101.271	-1.08	0.36	0
101.325	-0.54	0.36	0.18
101.378	0.18	0.54	0.18
101.428	0.9	0.54	0.18
101.477	1.44	0.54	0.18
101.528	1.8	0.54	0.18
101.578	1.98	0.36	0.18
101.63	1.8	0.36	0
101.681	1.26	0.18	0
101.733	0.54	0	-0.18
